id	X.id	X.type	type	name	flat	details.description	details.numberOfClasses	details.categories	details.hasOntologyLanguage	details.released	details.creationDate	details.homepage	details.publication	details.documentation	details.version	details.metricsAvailable	details.hasSubmissions
NCRO	https://data.bioontology.org/ontologies/NCRO	http://data.bioontology.org/metadata/Ontology	Ontology	Non-coding RNA Ontology	FALSE	The NCRO is a reference ontology in the non-coding RNA (ncRNA) field, aiming to provide a common set of terms and relations that will facilitate the curation, analysis, exchange, sharing, and management of ncRNA structural, functional, and sequence data.	11883		OWL	2016-02-01T18:05:44-08:00	2016-02-01T18:05:44-08:00				Working version 06102015	TRUE	TRUE
MOOCCIADO	https://data.bioontology.org/ontologies/MOOCCIADO	http://data.bioontology.org/metadata/Ontology	Ontology	Molgula occidentalis Anatomy and Development Ontology	FALSE	 The first ontology describing the anatomy and the development of Molgula occidentalis. 	856	Anatomy|Animal Development	OBO	2015-08-06T00:00:00+00:00	2016-08-04T15:37:12-07:00	http://www.aniseed.cnrs.fr/				TRUE	TRUE
PHENOMEBLAST	https://data.bioontology.org/ontologies/PHENOMEBLAST	http://data.bioontology.org/metadata/Ontology	Ontology	PhenomeBLAST Ontology	FALSE		0	Mouse Anatomy|All Organisms|Fish Anatomy|Gross Anatomy|Dysfunction|Biological Process|Other|Phenotype|Anatomy|Human								FALSE	FALSE
OPL	https://data.bioontology.org/ontologies/OPL	http://data.bioontology.org/metadata/Ontology	Ontology	Ontology for Parasite LifeCycle	FALSE	The Ontology for Parasite LifeCycle (OPL) models the life cycle stage details of various parasites, including Trypanosoma sp., Leishmania major, and Plasmodium sp., etc. In addition to life cycle stages, the ontology also models necessary contextual details, such as host information, vector information, and anatomical location. OPL is based on the Basic Formal Ontology (BFO) and follows the rules set by the OBO Foundry consortium.	446	Phenotype|Development|Vocabularies	OWL	2021-01-28T18:11:35-08:00	2021-01-28T18:11:36-08:00	http://knoesis.wright.edu/trykipedia/parasitelifecycle	http://knoesis.wright.edu/trykipedia/parasitelifecycle	http://knoesis.wright.edu/trykipedia/parasitelifecycle	2021-01-28	TRUE	TRUE
BP-METADATA	https://data.bioontology.org/ontologies/BP-METADATA	http://data.bioontology.org/metadata/Ontology	Ontology	BioPortal Metadata Ontology	FALSE	This ontology represents the structure that BioPortal uses to represent all of its metadata (ontology details, mappings, notes, reviews, views)	102	Other	OWL	2013-08-20T00:00:00-07:00	2013-08-21T17:53:47-07:00	http://www.bioontology.org/wiki/index.php/BioPortal_Metadata	http://ceur-ws.org/Vol-524/swese2009_5.pdf		0.9.5	TRUE	TRUE
BIFO	https://data.bioontology.org/ontologies/BIFO	http://data.bioontology.org/metadata/Ontology	Ontology	Biofilm Ontology	FALSE	BIFO is intended to provide a biofilm ontology capable of understanding fundamental terminologies the relations between common biofilm terminologies following the guidelines of the Basic Formal Ontology (BFO).	78	Biomedical Resources|Biological Process	OWL	2020-10-24T00:00:00+00:00	2020-10-24T15:45:43-07:00	https://github.com/biofilmDB/ontology 	https://github.com/biofilmDB/ontology 	https://github.com/biofilmDB/ontology 		TRUE	TRUE
EDDA	https://data.bioontology.org/ontologies/EDDA	http://data.bioontology.org/metadata/Ontology	Ontology	EDDA Study Designs Taxonomy	FALSE	"The EDDA Study Designs Taxonomy (v2.0) was developed by the Evidence in Documents, Discovery, and Analytics (EDDA) Group: Tanja Bekhuis (Principal Scientist); Eugene Tseytlin (Systems Developer); Ashleigh Faith (Taxonomist); Faina Linkov (Epidemiologist). The EDDA Group is a division of TCB Research & Indexing LLC. This work was made possible, in part, by the US National Library of Medicine, National Institutes of Health, grant no. R00LM010943. 

Foundational research is described in Bekhuis T, Demner Fushman D, Crowley RS. Comparative effectiveness research designs: an analysis of terms and coverage in Medical Subject Headings (MeSH) and Emtree. Journal of the Medical Library Association (JMLA). 2013 April;101(2):92-100. PMC3634392. 

Coverage of the terminology appearing in JMLA was extended with terms from MeSH, NCI Thesaurus (NCI), Emtree, the HTA Database Canadian Repository [international repository for health technology assessment], and Robert Sandieson's synonym ring for research synthesis. Collected terms were enriched with terms from the NCI Metathesaurus. Variants include synonyms for preferred terms, singular and plural forms, and American and British spellings. Definitions, if they exist, are mainly from MeSH, NCI, Emtree, and medical dictionaries.

A PDF of this taxonomy is available in ResearchGate DOI: 10.13140/RG.2.1.3769.2406/1.

The EDDA Study Designs Taxonomy by Tanja Bekhuis and Eugene Tseytlin is licensed under a Creative Commons Attribution–NonCommercial–ShareAlike 4.0 International License (CC BY-NC-SA 4.0). For information about this license, see https://creativecommons.org/licenses/by-nc-sa/4.0/."	502	Experimental Conditions|Vocabularies	OWL	2016-07-16T00:00:00+00:00	2016-07-16T08:20:06-07:00				2.0	TRUE	TRUE
PARTUMDO	https://data.bioontology.org/ontologies/PARTUMDO	http://data.bioontology.org/metadata/Ontology	Ontology	postpartum depression ontology	FALSE	This ontology is for use in extracting postpartum depression condition codes, and also comorbidities and diseases often mistaken for postpartum depression. The ontology describes not only the codes but also the relationships between these various diseases/risk factors for use in automatically extracting relevant patient populations from Electronic Health Records	734	Phenotype|Neurologic Disease|Neurological Disorder|Human|Vocabularies	OWL	2021-07-08T00:00:00+00:00	2021-07-08T08:08:06-07:00					TRUE	TRUE
AURA	https://data.bioontology.org/ontologies/AURA	http://data.bioontology.org/metadata/Ontology	Ontology	KB_Bio_101	FALSE	"KB_Bio_101 is the ontology of the AURA + Inquire project @ SRI International, Menlo Park. 

This work is owned by Vulcan Inc. and is licensed for use under the Creative Commons Attribution-NonCommerical-ShareAlike 3.0 license (http://creativecommons.org/licenses/by-nc-sa/3.0/). Vulcan Inc., June 2013"	27396		OWL	2014-01-21T00:00:00+00:00	2014-01-21T11:51:39-08:00	http://www.ai.sri.com/people/chaudhri	http://www.ai.sri.com/software/AURA	http://www.ai.sri.com/~halo/public/exported-kb/export-doc.pdf	1.0	TRUE	TRUE
GFO-BIO	https://data.bioontology.org/ontologies/GFO-BIO	http://data.bioontology.org/metadata/Ontology	Ontology	General Formal Ontology for Biology	FALSE	GFO-Bio is a biological core ontology built on the General Formal Ontology.	168	Mouse Anatomy|All Organisms|Cellular anatomy |Molecule|Gross Anatomy|Biological Process|Subcellular|Phenotype|Human Developmental Anatomy|Plant Anatomy|Anatomy|Plant|Human|Subcellular anatomy|Chemical|Cell|Development|Protein|Animal Gross Anatomy|Gene Product|Plant Development|Animal Development	OWL	2010-07-12T00:00:00-07:00	2010-03-02T11:27:14-08:00	http://www.onto-med.de/ontologies/gfo-bio/			1.1	TRUE	TRUE
FHHO	https://data.bioontology.org/ontologies/FHHO	http://data.bioontology.org/metadata/Ontology	Ontology	Family Health History Ontology	FALSE	The FHHO facilitates representing the family health histories of persons related by biological and/or social family relationships (e.g. step, adoptive) who share genetic, behavioral, and/or environmental risk factors for disease. SWRL rules are included to compute 3 generations of biological relationships based on parentage and family history findings based on personal health findings.	238	Health	OWL	2008-09-23T00:00:00-07:00	2009-05-10T14:26:51-07:00	http://healthsystems.engr.wisc.edu/Alumni/JanePeace.html	http://healthsystems.engr.wisc.edu/Alumni/JanePeace.html		1	TRUE	TRUE
ONTODM-KDD	https://data.bioontology.org/ontologies/ONTODM-KDD	http://data.bioontology.org/metadata/Ontology	Ontology	Ontology of Data Mining Investigations	FALSE	OntoDM-KDD is an ontology for representing data mining investigations. Its goal is to allow the representation of knowledge discovery processes and be general enough to represent the data mining investigations. The ontology is based on the CRISP-DM process methodology.	264		OWL	2012-06-06T00:00:00-07:00	2012-06-06T05:37:22-07:00	www.ontodm.com	www.ontodm.com	www.ontodm.com	0.1	TRUE	TRUE
FOAF	https://data.bioontology.org/ontologies/FOAF	http://data.bioontology.org/metadata/Ontology	Ontology	Friend of a Friend Vocabulary	FALSE	Friend of a Friend Vocabulary	22	Other	OWL	2019-01-31T00:00:00+00:00	2019-01-31T17:38:31-08:00				0.99	TRUE	TRUE
OA	https://data.bioontology.org/ontologies/OA	http://data.bioontology.org/metadata/Ontology	Ontology	Web Annotation Ontology	FALSE	The Web Annotation Data Model specification describes a structured model and format to enable annotations to be shared and reused across different hardware and software platforms. Annotations are typically used to convey information about a resource or associations between resources. Simple examples include a comment or tag on a single web page or image, or a blog post about a news article.	25	Upper Level Ontology	OWL	2017-07-17T18:07:10-07:00	2017-07-18T15:34:48-07:00	https://www.w3.org/TR/annotation-model/			2016-11-12T21:28:11Z	TRUE	TRUE
OGMS	https://data.bioontology.org/ontologies/OGMS	http://data.bioontology.org/metadata/Ontology	Ontology	Ontology for General Medical Science	FALSE	The Ontology for General Medical Science (OGMS) is based on the papers Toward an Ontological Treatment of Disease and Diagnosis and On Carcinomas and Other Pathological Entities. The ontology attempts to address some of the issues raised at the Workshop on Ontology of Diseases (Dallas, TX) and the Signs, Symptoms, and Findings Workshop(Milan, Italy). OGMS was formerly called the clinical phenotype ontology. Terms from OGMS hang from the Basic Formal Ontology. See http://ontology.buffalo.edu/medo/Disease_and_Diagnosis.pdf	192		OWL	2021-04-22T18:10:05-07:00	2021-04-22T18:10:07-07:00	https://github.com/OGMS/ogms	http://ontology.buffalo.edu/medo/Disease_and_Diagnosis.pdf	https://github.com/OGMS/ogms	2021-04-20	TRUE	TRUE
MHMO	https://data.bioontology.org/ontologies/MHMO	http://data.bioontology.org/metadata/Ontology	Ontology	Mental Health Management Ontology	FALSE	"This ontology can be used to assist in the management of mental healthcare network to allow the integration and interoperability between independent databases and to enable the generation of relevant indicators to mental health, to improve decision making, increasing the efficiency and effectiveness of mental health management.
Ontology created in the Laboratory of Health Intelligence - Ribeirao Preto Medical School, University of Sao Paulo, Brazil.
"	365	Health	OWL	2019-03-18T00:00:00+00:00	2021-07-27T13:00:07-07:00	http://mental-ontology.com/			3.1	TRUE	TRUE
AD-DROP	https://data.bioontology.org/ontologies/AD-DROP	http://data.bioontology.org/metadata/Ontology	Ontology	Alzheimer Disease Relevance Ontology by Process	FALSE	Alzheimer Disease Relevance Ontology by Process (AD-DROP) aimed at classifying Disease Relevant Process according to their specificity, frequency and pathogenic intensity properties toward AD	25	Biomedical Resources	OWL	2020-11-18T00:00:00+00:00	2020-11-18T08:26:38-08:00				alpha	TRUE	TRUE
BRO	https://data.bioontology.org/ontologies/BRO	http://data.bioontology.org/metadata/Ontology	Ontology	Biomedical Resource Ontology	FALSE	A controlled terminology of resources, which is used to improve the sensitivity and specificity of web searches.	488	Biomedical Resources	OWL	2010-08-31T00:00:00-07:00	2010-08-31T13:09:49-07:00	http://www.ncbcs.org/biositemaps/		http://www.ncbcs.org/biositemaps/	3.2.1	TRUE	TRUE
NEO	https://data.bioontology.org/ontologies/NEO	http://data.bioontology.org/metadata/Ontology	Ontology	Neurologic Examination Ontology	FALSE	"An ontology to capture findings from the neurological examination.  The ontology is based on concepts from UMLS Metathesaurus and SNOMED CT.  Only abnormal findings are included.  The purpose of the ontology is to act as a limited vocabulary for coding the neurological examination for big data projects or machine learning.

Hier DB, Brint SU. A Neuro-ontology for the neurological examination. BMC Med Inform Decis Mak. 2020;20(1):47. Published 2020 Mar 4. doi:10.1186/s12911-020-1066-7"	1404	Taxonomic Classification|Health|Neurologic Disease|Neurological Disorder	OWL	2021-05-09T00:00:00+00:00	2021-05-09T16:38:11-07:00	https://doi.org/10.1186/s12911-020-1066-7	https://doi.org/10.1186/s12911-020-1066-7		40.1	TRUE	TRUE
